1.40664,0.52162
1.40137,0.52243
1.39606,0.52304
1.39084,0.52356
1.38564,0.52408
1.38043,0.5246
1.37529,0.52512
1.37017,0.52565
1.3651,0.52616
1.35988,0.5267
1.35489,0.52722
1.34997,0.52773
1.34505,0.52824
1.34008,0.52877
1.33522,0.52928
1.33041,0.52979
1.3256,0.5303
1.3208,0.53082
1.31607,0.53133
1.31137,0.53184
1.3067,0.53234
1.30199,0.53286
1.29742,0.53336
1.29274,0.53388
1.28818,0.53438
1.28359,0.5349
1.27899,0.53541
1.27448,0.53592
1.26996,0.53643
1.26547,0.53694
1.26101,0.53745
1.25659,0.53796
1.25224,0.53846
1.24781,0.53898
1.24346,0.53948
1.23917,0.53999
1.23485,0.54049
1.23053,0.54101
1.2263,0.54151
1.22196,0.54203
1.2178,0.54253
1.2136,0.54303
1.20953,0.54353
1.20534,0.54404
1.20115,0.54455
1.19715,0.54494
1.19312,0.54529
1.18906,0.54564
1.18504,0.546
1.181,0.54636
1.1771,0.5467
1.17317,0.54706
1.16925,0.54741
1.16538,0.54776
1.16136,0.54813
1.15747,0.54849
1.15352,0.54886
1.14966,0.54922
1.1459,0.54958
1.14205,0.54994
1.13817,0.55031
1.13429,0.55069
1.1306,0.55105
1.12686,0.55141
1.12312,0.55178
1.11935,0.55215
1.11562,0.55252
1.11208,0.55288
1.10844,0.55324
1.10484,0.55361
1.10127,0.55397
1.09767,0.55411
1.0942,0.55412
1.09063,0.55414
1.08706,0.55415
1.08354,0.55417
1.08012,0.55419
1.07662,0.55422
1.07321,0.55424
1.06974,0.55428
1.06628,0.55431
1.06279,0.55434
1.05941,0.55438
1.05601,0.55442
1.05261,0.55447
1.04928,0.55435
1.04583,0.5536
1.04256,0.5529
1.03924,0.55219
1.03595,0.55149
1.0327,0.5508
1.02937,0.5501
1.02633,0.54946
1.02304,0.54877
1.01984,0.5481
1.01666,0.54744
1.01344,0.54677
1.01026,0.54612
1.0071,0.54547
1.0041,0.54486
1.00096,0.54422
0.99789,0.54361
0.99495,0.54302
0.99181,0.5424
0.98867,0.54178
0.98566,0.54118
0.98261,0.54058
0.97965,0.54
0.97671,0.53942
0.9737,0.53884
0.97077,0.53827
0.96783,0.53769
0.96493,0.53713
0.96202,0.53657
0.95905,0.536
0.95617,0.53545
0.95334,0.5349
0.95047,0.53436
0.9476,0.53413
0.94478,0.53397
0.94199,0.53381
0.93907,0.53365
0.93618,0.53349
0.93342,0.53334
0.93073,0.53319
0.928,0.53305
0.92524,0.5329
0.92248,0.53275
0.91982,0.53262
0.91705,0.53247
0.91422,0.53233
0.91148,0.53219
0.90873,0.53205
0.90602,0.53192
0.90333,0.53179
0.90065,0.53165
0.89804,0.53031
0.89537,0.52868
0.89275,0.52712
0.89012,0.52561
0.88751,0.52415
